Time_h,Screen_ID,Z_Score_AP,Base,Base_Equiv,Solvent,Solvent_Volumes
4,ReqID_709.1,1.6297673261570726,MTBD,3,DMF,NA
4,ReqID_709.1,-0.7496128876883338,Pentamethylipiperidine,3,DMF,NA
4,ReqID_709.1,1.3592832537883248,DBU,3,tAmOH,NA
4,ReqID_709.1,-0.7355389196951632,Diisopropylethylamine,3,tAmOH,NA
4,ReqID_709.1,1.5919435371754265,MTBD,3,tAmOH,NA
4,ReqID_709.1,-0.7104696642073279,Pentamethylipiperidine,3,tAmOH,NA
4,ReqID_709.1,0.8301900195450672,DBU,3,THF,NA
4,ReqID_709.1,-0.7408166576926022,Diisopropylethylamine,3,THF,NA
4,ReqID_709.1,1.7731458750874978,MTBD,3,THF,NA
4,ReqID_709.1,-0.7447749611906813,Pentamethylipiperidine,3,THF,NA
4,ReqID_709.1,-0.7685247821791568,CaCO3,3,MeCN,NA
4,ReqID_709.1,1.7269656676099068,Cs2CO3,3,MeCN,NA
4,ReqID_709.1,1.664952246139999,K2CO3,3,MeCN,NA
4,ReqID_709.1,1.5413652146999695,K3PO4,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,KOtBu,3,MeCN,NA
4,ReqID_709.1,-0.39688406485949534,KOTMS,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,Li2CO3,3,MeCN,NA
4,ReqID_709.1,-0.06746525151934579,LiOTMS,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,Mg(OtBu)2,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,Na2CO3,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,NaOtBu,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,NaOTMS,3,MeCN,NA
4,ReqID_709.1,-0.7685247821791568,CaCO3,3,DMF,NA
4,ReqID_709.1,1.8474740185514298,Cs2CO3,3,DMF,NA
4,ReqID_709.1,1.2928717173205508,K2CO3,3,DMF,NA
4,ReqID_709.1,1.8589091175458812,K3PO4,3,DMF,NA
4,ReqID_709.1,-0.7685247821791568,KOtBu,3,DMF,NA
4,ReqID_709.1,-0.6150305687536398,KOTMS,3,DMF,NA
4,ReqID_709.1,-0.7302611816977241,Li2CO3,3,DMF,NA
4,ReqID_709.1,0.1933429678540971,LiOTMS,3,DMF,NA
4,ReqID_709.1,-0.5099156203046469,Mg(OtBu)2,3,DMF,NA
4,ReqID_709.1,-0.15322849397772917,Na2CO3,3,DMF,NA
4,ReqID_709.1,-0.7685247821791568,NaOtBu,3,DMF,NA
4,ReqID_709.1,-0.6110722652555606,NaOTMS,3,DMF,NA
4,ReqID_709.1,-0.7685247821791568,CaCO3,3,tAmOH,NA
4,ReqID_709.1,2.032634659961581,Cs2CO3,3,tAmOH,NA
4,ReqID_709.1,1.5629159781895117,K2CO3,3,tAmOH,NA
4,ReqID_709.1,1.723886987111401,K3PO4,3,tAmOH,NA
4,ReqID_709.1,-0.7685247821791568,KOtBu,3,tAmOH,NA
4,ReqID_709.1,2.6571944778779717e-4,KOTMS,3,tAmOH,NA
4,ReqID_709.1,-0.7685247821791568,Li2CO3,3,tAmOH,NA
4,ReqID_709.1,0.31780962229369963,LiOTMS,3,tAmOH,NA
4,ReqID_709.1,-0.7025530572111695,Mg(OtBu)2,3,tAmOH,NA
4,ReqID_709.1,-0.6902383352171453,Na2CO3,3,tAmOH,NA
4,ReqID_709.1,-0.7685247821791568,NaOtBu,3,tAmOH,NA
4,ReqID_709.1,-0.7685247821791568,NaOTMS,3,tAmOH,NA
4,ReqID_709.1,-0.7685247821791568,CaCO3,3,MEK,NA
4,ReqID_709.1,2.0537456119513373,Cs2CO3,3,MEK,NA
4,ReqID_709.1,1.8562702485471616,K2CO3,3,MEK,NA
4,ReqID_709.1,1.9596259509970086,K3PO4,3,MEK,NA
4,ReqID_709.1,-0.7685247821791568,KOtBu,3,MEK,NA
4,ReqID_709.1,-0.04635429952958979,KOTMS,3,MEK,NA
4,ReqID_709.1,-0.7685247821791568,Li2CO3,3,MEK,NA
4,ReqID_709.1,-0.47824919232001295,LiOTMS,3,MEK,NA
4,ReqID_709.1,-0.6911179582167184,Mg(OtBu)2,3,MEK,NA
4,ReqID_709.1,-0.629544348246597,Na2CO3,3,MEK,NA
4,ReqID_709.1,-0.746094395690041,NaOtBu,3,MEK,NA
4,ReqID_709.1,-0.7685247821791568,NaOTMS,3,MEK,NA
4,ReqID_709.1,-0.7685247821791568,CaCO3,3,THF,NA
4,ReqID_709.1,2.0849722284361842,Cs2CO3,3,THF,NA
4,ReqID_709.1,1.5501614446957013,K2CO3,3,THF,NA
4,ReqID_709.1,1.6460403516491757,K3PO4,3,THF,NA
4,ReqID_709.1,-0.7685247821791568,KOtBu,3,THF,NA
4,ReqID_709.1,-0.14751094448050364,KOTMS,3,THF,NA
4,ReqID_709.1,-0.7685247821791568,Li2CO3,3,THF,NA
4,ReqID_709.1,0.2980181048033035,LiOTMS,3,THF,NA
4,ReqID_709.1,-0.6510951117361394,Mg(OtBu)2,3,THF,NA
4,ReqID_709.1,-0.7003539997122366,Na2CO3,3,THF,NA
4,ReqID_709.1,-0.7685247821791568,NaOtBu,3,THF,NA
4,ReqID_709.1,-0.5838039522687926,NaOTMS,3,THF,NA
4,ReqID_709.1,-0.7685247821791568,CaCO3,3,NMP,NA
4,ReqID_709.1,1.7705070060887782,Cs2CO3,3,NMP,NA
4,ReqID_709.1,0.8913238180154021,K2CO3,3,NMP,NA
4,ReqID_709.1,1.7480766195996629,K3PO4,3,NMP,NA
4,ReqID_709.1,-0.7685247821791568,KOtBu,3,NMP,NA
4,ReqID_709.1,-0.61371113425428,KOTMS,3,NMP,NA
4,ReqID_709.1,-0.7465342071898277,Li2CO3,3,NMP,NA
4,ReqID_709.1,-0.3128800684002583,LiOTMS,3,NMP,NA
4,ReqID_709.1,-0.6400998242414749,Mg(OtBu)2,3,NMP,NA
4,ReqID_709.1,-0.25878325392650875,Na2CO3,3,NMP,NA
4,ReqID_709.1,-0.7685247821791568,NaOtBu,3,NMP,NA
4,ReqID_709.1,-0.7685247821791568,NaOTMS,3,NMP,NA
4,ReqID_709.1,0.2483194053274198,K2CO3,3,THF,NA
4,ReqID_709.1,-0.1022103600024857,K2CO3,3,Toluene,NA
4,ReqID_709.1,0.29933753930266327,K2CO3,3,"1,2-DME",NA
4,ReqID_709.1,0.3785036092642478,K2CO3,3,"1,4-Dioxane",NA
4,ReqID_709.1,-0.016447117544102257,K2CO3,3,tAmOH,NA
4,ReqID_709.1,-0.15498773997687554,K2CO3,3,DMF,NA
4,ReqID_709.1,-0.4483420103345253,K2CO3,3,THF,NA
4,ReqID_709.1,-0.23767230193675282,K2CO3,3,MeCN,NA
4,ReqID_709.1,-0.6387803897421153,Diisopropylethylamine,3,THF,NA
4,ReqID_709.1,-0.7553304371855593,Diisopropylethylamine,3,Toluene,NA
4,ReqID_709.1,-0.6572524727331517,Diisopropylethylamine,3,MeCN,NA
4,ReqID_709.1,-0.7320204276968706,Diisopropylethylamine,3,DMF,NA
20,ReqID_709.1,1.1152587311609579,DBU,3,DMF,NA
20,ReqID_709.1,-0.6908214980743311,Diisopropylethylamine,3,DMF,NA
20,ReqID_709.1,1.8636424528721873,MTBD,3,DMF,NA
20,ReqID_709.1,-0.6845969373691193,Pentamethylipiperidine,3,DMF,NA
20,ReqID_709.1,1.1602670931832582,DBU,3,tAmOH,NA
20,ReqID_709.1,-0.699918932951179,Diisopropylethylamine,3,tAmOH,NA
20,ReqID_709.1,1.851193331461764,MTBD,3,tAmOH,NA
20,ReqID_709.1,-0.6936943722459673,Pentamethylipiperidine,3,tAmOH,NA
20,ReqID_709.1,0.37357838251687986,DBU,3,THF,NA
20,ReqID_709.1,-0.7051858689325121,Diisopropylethylamine,3,THF,NA
20,ReqID_709.1,1.6366853933129275,MTBD,3,THF,NA
20,ReqID_709.1,-0.7037494318466939,Pentamethylipiperidine,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,CaCO3,3,MeCN,NA
20,ReqID_709.1,1.971854046670484,Cs2CO3,3,MeCN,NA
20,ReqID_709.1,0.8696279894860632,K2CO3,3,MeCN,NA
20,ReqID_709.1,1.7554308590738905,K3PO4,3,MeCN,NA
20,ReqID_709.1,-0.7147621161712994,KOtBu,3,MeCN,NA
20,ReqID_709.1,-0.28814030168332416,KOTMS,3,MeCN,NA
20,ReqID_709.1,-0.7147621161712994,Li2CO3,3,MeCN,NA
20,ReqID_709.1,-0.5160549859664625,LiOTMS,3,MeCN,NA
20,ReqID_709.1,-0.7147621161712994,Mg(OtBu)2,3,MeCN,NA
20,ReqID_709.1,-0.7147621161712994,Na2CO3,3,MeCN,NA
20,ReqID_709.1,-0.4969024914888879,NaOtBu,3,MeCN,NA
20,ReqID_709.1,-0.7147621161712994,NaOTMS,3,MeCN,NA
20,ReqID_709.1,-0.7147621161712994,CaCO3,3,DMF,NA
20,ReqID_709.1,2.0939511989650224,Cs2CO3,3,DMF,NA
20,ReqID_709.1,1.5241644882571765,K2CO3,3,DMF,NA
20,ReqID_709.1,2.0331420289987228,K3PO4,3,DMF,NA
20,ReqID_709.1,-0.7147621161712994,KOtBu,3,DMF,NA
20,ReqID_709.1,-0.5591480985410054,KOTMS,3,DMF,NA
20,ReqID_709.1,-0.6865121868168769,Li2CO3,3,DMF,NA
20,ReqID_709.1,0.5713278879978381,LiOTMS,3,DMF,NA
20,ReqID_709.1,-0.5304193568246435,Mg(OtBu)2,3,DMF,NA
20,ReqID_709.1,-0.2033905136200564,Na2CO3,3,DMF,NA
20,ReqID_709.1,-0.7147621161712994,NaOtBu,3,DMF,NA
20,ReqID_709.1,-0.5481354142164,NaOTMS,3,DMF,NA
20,ReqID_709.1,-0.7147621161712994,CaCO3,3,tAmOH,NA
20,ReqID_709.1,2.33000569340113,Cs2CO3,3,tAmOH,NA
20,ReqID_709.1,0.36974788362136485,K2CO3,3,tAmOH,NA
20,ReqID_709.1,1.8899771327788522,K3PO4,3,tAmOH,NA
20,ReqID_709.1,-0.7147621161712994,KOtBu,3,tAmOH,NA
20,ReqID_709.1,0.13848151280465107,KOTMS,3,tAmOH,NA
20,ReqID_709.1,-0.7147621161712994,Li2CO3,3,tAmOH,NA
20,ReqID_709.1,-0.11002210304187994,LiOTMS,3,tAmOH,NA
20,ReqID_709.1,-0.6817240631974831,Mg(OtBu)2,3,tAmOH,NA
20,ReqID_709.1,-0.7003977453131184,Na2CO3,3,tAmOH,NA
20,ReqID_709.1,-0.7147621161712994,NaOtBu,3,tAmOH,NA
20,ReqID_709.1,-0.7147621161712994,NaOTMS,3,tAmOH,NA
20,ReqID_709.1,-0.7147621161712994,CaCO3,3,MEK,NA
20,ReqID_709.1,2.3386243159160385,Cs2CO3,3,MEK,NA
20,ReqID_709.1,0.7097046605983148,K2CO3,3,MEK,NA
20,ReqID_709.1,1.9512651151070912,K3PO4,3,MEK,NA
20,ReqID_709.1,-0.7147621161712994,KOtBu,3,MEK,NA
20,ReqID_709.1,-0.7147621161712994,KOTMS,3,MEK,NA
20,ReqID_709.1,-0.7147621161712994,Li2CO3,3,MEK,NA
20,ReqID_709.1,-0.659219882186333,LiOTMS,3,MEK,NA
20,ReqID_709.1,-0.6826816879213619,Mg(OtBu)2,3,MEK,NA
20,ReqID_709.1,-0.7003977453131184,Na2CO3,3,MEK,NA
20,ReqID_709.1,-0.7018341823989366,NaOtBu,3,MEK,NA
20,ReqID_709.1,-0.7037494318466939,NaOTMS,3,MEK,NA
20,ReqID_709.1,-0.7147621161712994,CaCO3,3,THF,NA
20,ReqID_709.1,2.3754928677853697,Cs2CO3,3,THF,NA
20,ReqID_709.1,-0.10044585580309265,K2CO3,3,THF,NA
20,ReqID_709.1,1.5375712343914787,K3PO4,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,KOtBu,3,THF,NA
20,ReqID_709.1,-0.0434671847323081,KOTMS,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,Li2CO3,3,THF,NA
20,ReqID_709.1,-0.6434190742423338,LiOTMS,3,THF,NA
20,ReqID_709.1,-0.6941731846079067,Mg(OtBu)2,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,Na2CO3,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,NaOtBu,3,THF,NA
20,ReqID_709.1,-0.5251524208433105,NaOTMS,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,CaCO3,3,NMP,NA
20,ReqID_709.1,2.047506399856904,Cs2CO3,3,NMP,NA
20,ReqID_709.1,0.9653904618739365,K2CO3,3,NMP,NA
20,ReqID_709.1,1.996752289491331,K3PO4,3,NMP,NA
20,ReqID_709.1,-0.7147621161712994,KOtBu,3,NMP,NA
20,ReqID_709.1,-0.5457413524067032,KOTMS,3,NMP,NA
20,ReqID_709.1,-0.6984824958653609,Li2CO3,3,NMP,NA
20,ReqID_709.1,0.19737543332319313,LiOTMS,3,NMP,NA
20,ReqID_709.1,-0.6204360808692443,Mg(OtBu)2,3,NMP,NA
20,ReqID_709.1,-0.3479918469257449,Na2CO3,3,NMP,NA
20,ReqID_709.1,-0.7147621161712994,NaOtBu,3,NMP,NA
20,ReqID_709.1,-0.6936943722459673,NaOTMS,3,NMP,NA
20,ReqID_709.1,0.39608256352803,K2CO3,3,THF,NA
20,ReqID_709.1,0.682412355967771,K2CO3,3,Toluene,NA
20,ReqID_709.1,0.4535400469607539,K2CO3,3,"1,2-DME",NA
20,ReqID_709.1,0.5368533979382037,K2CO3,3,"1,4-Dioxane",NA
20,ReqID_709.1,0.060435097808534434,K2CO3,3,tAmOH,NA
20,ReqID_709.1,-0.0487341207136411,K2CO3,3,DMF,NA
20,ReqID_709.1,-0.39683070784356034,K2CO3,3,THF,NA
20,ReqID_709.1,-0.15455165270224105,K2CO3,3,MeCN,NA
20,ReqID_709.1,-0.6300123281080316,Diisopropylethylamine,3,THF,NA
20,ReqID_709.1,-0.7147621161712994,Diisopropylethylamine,3,Toluene,NA
20,ReqID_709.1,-0.7147621161712994,Diisopropylethylamine,3,MeCN,NA
20,ReqID_709.1,-0.6941731846079067,Diisopropylethylamine,3,DMF,NA
