,base_name,mesylate_id,phenol_id,solvent_name,temperature,yield,prediction
327,K3PO4,m2,p6,tAmOH,t20,,0.24284306539720021
328,K3PO4,m2,p6,tAmOH,t40,,0.24518386789830018
329,K3PO4,m2,p6,tAmOH,t60,,0.31576731943620023
330,K3PO4,m3,p1,DMF,t20,0.01035680304,0.007965560002799986
331,K3PO4,m3,p1,DMF,t40,,0.018941992389700006
332,K3PO4,m3,p1,DMF,t60,,0.0160438396126
333,K3PO4,m3,p1,tAmOH,t20,,0.0063259147443999915
334,K3PO4,m3,p1,tAmOH,t40,,0.016799257633500007
335,K3PO4,m3,p1,tAmOH,t60,,0.013381321797499998
336,K3PO4,m3,p2,DMF,t20,,0.03259526390519998
337,K3PO4,m3,p2,DMF,t40,,0.04797416027919996
338,K3PO4,m3,p2,DMF,t60,,0.04651818892939997
339,K3PO4,m3,p2,tAmOH,t20,,0.02330610106989999
340,K3PO4,m3,p2,tAmOH,t40,,0.03908332675999997
341,K3PO4,m3,p2,tAmOH,t60,,0.04279723776509997
342,K3PO4,m3,p3,DMF,t20,0.0,0.0024225627064999983
343,K3PO4,m3,p3,DMF,t40,,0.007014526184399993
344,K3PO4,m3,p3,DMF,t60,0.0,0.004906148844599993
345,K3PO4,m3,p3,tAmOH,t20,0.0,0.000948126874
346,K3PO4,m3,p3,tAmOH,t40,,0.0042135473641
347,K3PO4,m3,p3,tAmOH,t60,,0.0018689767086000003
348,K3PO4,m3,p4,DMF,t20,,0.03136169458789999
349,K3PO4,m3,p4,DMF,t40,0.0560763603899999,0.04909192781619995
350,K3PO4,m3,p4,DMF,t60,,0.04654569626979996
351,K3PO4,m3,p4,tAmOH,t20,,0.02084069941419998
352,K3PO4,m3,p4,tAmOH,t40,,0.036211740861999984
353,K3PO4,m3,p4,tAmOH,t60,,0.03768196335769999
354,K3PO4,m3,p6,DMF,t20,,0.041436945783599945
355,K3PO4,m3,p6,DMF,t40,,0.06054488458219992
356,K3PO4,m3,p6,DMF,t60,,0.12080169352639988
357,K3PO4,m3,p6,tAmOH,t20,0.01690520905,0.03665686187359995
358,K3PO4,m3,p6,tAmOH,t40,,0.049771750730099915
359,K3PO4,m3,p6,tAmOH,t60,,0.12798995575459993
360,K3PO4,m4,p1,DMF,t20,,0.014217964172299997
361,K3PO4,m4,p1,DMF,t40,,0.026629465894000007
362,K3PO4,m4,p1,DMF,t60,,0.019582386423999995
363,K3PO4,m4,p1,tAmOH,t20,,0.018168381641600003
364,K3PO4,m4,p1,tAmOH,t40,,0.030597907335600014
365,K3PO4,m4,p1,tAmOH,t60,,0.0239899322472
366,K3PO4,m4,p2,DMF,t20,,0.05245195501079999
367,K3PO4,m4,p2,DMF,t40,,0.06794492934290004
368,K3PO4,m4,p2,DMF,t60,,0.05529882737660003
369,K3PO4,m4,p2,tAmOH,t20,,0.0490505124666
370,K3PO4,m4,p2,tAmOH,t40,,0.06914708482090003
371,K3PO4,m4,p2,tAmOH,t60,,0.061706693805000025
372,K3PO4,m4,p3,DMF,t20,,0.007990976213099996
373,K3PO4,m4,p3,DMF,t40,,0.016913974563400002
374,K3PO4,m4,p3,DMF,t60,,0.014764136209499994
375,K3PO4,m4,p3,tAmOH,t20,,0.009387556341799998
376,K3PO4,m4,p3,tAmOH,t40,,0.017243998546699998
377,K3PO4,m4,p3,tAmOH,t60,,0.014863293648799996
378,K3PO4,m4,p4,DMF,t20,,0.04537054286069998
379,K3PO4,m4,p4,DMF,t40,,0.06320276684309997
380,K3PO4,m4,p4,DMF,t60,,0.05107509957409996
381,K3PO4,m4,p4,tAmOH,t20,,0.045997766725399986
382,K3PO4,m4,p4,tAmOH,t40,,0.06597813065859998
383,K3PO4,m4,p4,tAmOH,t60,,0.05790921710069998
384,K3PO4,m4,p6,DMF,t20,,0.0893882134727999
385,K3PO4,m4,p6,DMF,t40,,0.10477063569219995
386,K3PO4,m4,p6,DMF,t60,,0.08624645019429997
387,K3PO4,m4,p6,tAmOH,t20,,0.13022435767100002
388,K3PO4,m4,p6,tAmOH,t40,,0.15203555432900004
389,K3PO4,m4,p6,tAmOH,t60,,0.136997274789
390,K3PO4,m5,p1,DMF,t20,,0.0149519434106
391,K3PO4,m5,p1,DMF,t40,,0.021347174283399998
392,K3PO4,m5,p1,DMF,t60,,0.01730061320079999
393,K3PO4,m5,p1,tAmOH,t20,,0.012143097080499998
394,K3PO4,m5,p1,tAmOH,t40,,0.0165847290366
395,K3PO4,m5,p1,tAmOH,t60,,0.012044704875199996
396,K3PO4,m5,p2,DMF,t20,,0.06044209791029998
397,K3PO4,m5,p2,DMF,t40,0.09000347164,0.07163389035930007
398,K3PO4,m5,p2,DMF,t60,,0.058073609298800004
399,K3PO4,m5,p2,tAmOH,t20,,0.04478726865009999
400,K3PO4,m5,p2,tAmOH,t40,,0.05782315269970004
401,K3PO4,m5,p2,tAmOH,t60,,0.05579775422
402,K3PO4,m5,p3,DMF,t20,,0.007678926802499998
403,K3PO4,m5,p3,DMF,t40,,0.012882645805899998
404,K3PO4,m5,p3,DMF,t60,,0.013318482641699991
405,K3PO4,m5,p3,tAmOH,t20,,0.006313338331099999
406,K3PO4,m5,p3,tAmOH,t40,,0.0087239838605
407,K3PO4,m5,p3,tAmOH,t60,,0.010101820364099998
408,K3PO4,m5,p4,DMF,t20,,0.0336529600567
409,K3PO4,m5,p4,DMF,t40,,0.03937492862779999
410,K3PO4,m5,p4,DMF,t60,,0.036128999028499996
411,K3PO4,m5,p4,tAmOH,t20,,0.012997802941399994
412,K3PO4,m5,p4,tAmOH,t40,0.0,0.018132990475199985
413,K3PO4,m5,p4,tAmOH,t60,,0.023492275434699988
414,K3PO4,m5,p6,DMF,t20,,0.0537784741510999
415,K3PO4,m5,p6,DMF,t40,0.0851482739599999,0.07357217662599988
416,K3PO4,m5,p6,DMF,t60,,0.0722135605357999
417,K3PO4,m5,p6,tAmOH,t20,,0.048602561080199926
418,K3PO4,m5,p6,tAmOH,t40,,0.06334589307329991
419,K3PO4,m5,p6,tAmOH,t60,,0.0714921637485999
420,K3PO4,m6,p1,DMF,t20,,0.018780067026699997
421,K3PO4,m6,p1,DMF,t40,,0.0315460777337
