ligand,electrophile,electrophile_pci_name,nucleophile,nucleophile_pci_name,yield,ligand_smiles,electrophile_smiles,nucleophile_smiles,product_smiles
Kwong,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,12.97,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
MeO-KITPHOS,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,14.03,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
P(o-Anis)3,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,9.93,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
Et-PhenCar-Phos,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,13.83,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
JackiePhos,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,14.08,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
"P(3,5-CF3-Ph)3",2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,11.53,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
P(fur)3,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,13.46,c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
Ph-PhenCar-Phos,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.21,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
PPh2Me,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,16.93,CP(c1ccccc1)c1ccccc1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
PPhtBu2,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,17.61,CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
tBPh-CPhos,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,17.84,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
PPhMe2,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,18.82,CP(C)c1ccccc1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
Cy-BippyPhos,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,17.25,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
PCy3 HBF4,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.94,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
CgMe-PPh,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,12.66,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
PPh3,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,5.53,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
X-Phos,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,9.48,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
PnBu3 HBF4,2-Acetyl-5-bromothiophene,2,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,11.05,CCCCP(CCCC)CCCC,CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1
A-caPhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.45,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
BrettPhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,6.12,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
CX-FBu,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.69,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
CX-PICy,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,20.95,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
Cy-DavePhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,23.87,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
Cy-vBRIDP,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,21.3,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
Kwong,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,18.0,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
MeO-KITPHOS,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,20.45,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
P(o-Anis)3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,8.4,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
Et-PhenCar-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,20.82,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
JackiePhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,18.61,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
"P(3,5-CF3-Ph)3",5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,15.59,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
P(fur)3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,15.33,c1coc(P(c2ccco2)c2ccco2)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
Ph-PhenCar-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.57,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
PPh2Me,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,21.82,CP(c1ccccc1)c1ccccc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
PPhtBu2,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,23.12,CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
tBPh-CPhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,24.36,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
PPhMe2,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,25.08,CP(C)c1ccccc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
Cy-BippyPhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,28.38,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
PCy3 HBF4,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,3.63,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
CgMe-PPh,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.79,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
PPh3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,4.38,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
X-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,10.31,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
PnBu3 HBF4,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,11.9,CCCCP(CCCC)CCCC,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1
A-caPhos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
BrettPhos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
CX-FBu,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
CX-PICy,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,3.32,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
Cy-DavePhos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.64,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
Cy-vBRIDP,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.65,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
Kwong,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.78,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
MeO-KITPHOS,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.6,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
P(o-Anis)3,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.23,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
Et-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.67,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
JackiePhos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.48,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
"P(3,5-CF3-Ph)3",1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.74,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
P(fur)3,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.73,c1coc(P(c2ccco2)c2ccco2)c1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
Ph-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
PPh2Me,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.15,CP(c1ccccc1)c1ccccc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
PPhtBu2,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.43,CC(C)(C)P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
tBPh-CPhos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.23,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
PPhMe2,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,1.53,CP(C)c1ccccc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
Cy-BippyPhos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,3.09,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
PCy3 HBF4,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
CgMe-PPh,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
PPh3,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.16,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
X-Phos,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.29,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
PnBu3 HBF4,1-Bromo-2-fluorobenzene,7,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,0.0,CCCCP(CCCC)CCCC,Fc1ccccc1Br,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1F
A-caPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.68,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1
BrettPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,5.09,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1
CX-FBu,3-Bromo-5-(trifluoromethyl)pyridine,10,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,2.75,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1
CX-PICy,3-Bromo-5-(trifluoromethyl)pyridine,10,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,11.42,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1
Cy-DavePhos,3-Bromo-5-(trifluoromethyl)pyridine,10,"1-Benzyl-2,4-dimethyl-1H-imidazole",E,11.87,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1
