,num_sims,round,experiment,horizon,chosen_arm,reward,cumulative_reward
0,0.0,0.0,0.0,0.0,0.0,0.4758635419,0.4758635419
1,0.0,1.0,0.0,1.0,1.0,0.08008432112000001,0.55594786302
2,0.0,2.0,0.0,2.0,2.0,0.131837798,0.6877856610199999
3,0.0,3.0,0.0,3.0,3.0,0.7031871872000001,1.3909728482200001
4,0.0,4.0,0.0,4.0,4.0,0.37395760879999995,1.7649304570200002
5,0.0,5.0,0.0,5.0,5.0,0.3040581968,2.06898865382
6,0.0,6.0,0.0,6.0,6.0,0.5752960259000001,2.64428467972
7,0.0,7.0,0.0,7.0,7.0,0.30772238420000003,2.95200706392
8,0.0,8.0,0.0,8.0,8.0,0.2731009438,3.22510800772
9,0.0,9.0,0.0,9.0,9.0,0.7673725946000001,3.9924806023199997
10,0.0,10.0,0.0,10.0,10.0,0.7105445564999999,4.703025158819999
11,0.0,11.0,0.0,11.0,11.0,0.4021154517,5.1051406105199995
12,0.0,12.0,0.0,12.0,9.0,0.8668959994,5.972036609919999
13,0.0,13.0,0.0,13.0,10.0,0.9099050642000001,6.881941674119999
14,0.0,14.0,0.0,14.0,3.0,0.41332486500000004,7.295266539119999
15,0.0,15.0,0.0,15.0,9.0,0.0,7.295266539119999
16,0.0,16.0,0.0,16.0,10.0,0.3369627508,7.632229289919999
17,0.0,17.0,0.0,17.0,6.0,0.4264405348,8.058669824719999
18,0.0,18.0,0.0,18.0,0.0,0.009481288650000001,8.06815111337
19,0.0,19.0,0.0,19.0,10.0,0.8752908706,8.94344198397
20,0.0,20.0,0.0,20.0,10.0,0.0,8.94344198397
21,0.0,21.0,0.0,21.0,3.0,0.3980414391,9.34148342307
22,0.0,22.0,0.0,22.0,11.0,0.5314523882000001,9.87293581127
23,0.0,23.0,0.0,23.0,4.0,0.007575191240000001,9.880511002510001
24,0.0,24.0,0.0,24.0,6.0,0.5004747607,10.38098576321
25,0.0,25.0,0.0,25.0,9.0,0.8251131881,11.20609895131
26,0.0,26.0,0.0,26.0,9.0,0.6335366236,11.83963557491
27,0.0,27.0,0.0,27.0,9.0,0.7598553455,12.59949092041
28,0.0,28.0,0.0,28.0,9.0,0.39353161579999996,12.99302253621
29,0.0,29.0,0.0,29.0,11.0,0.0285091101,13.02153164631
30,0.0,30.0,0.0,30.0,7.0,0.01429258981,13.03582423612
31,0.0,31.0,0.0,31.0,5.0,0.6460204453999999,13.68184468152
32,0.0,32.0,0.0,32.0,5.0,0.0047881939099999994,13.68663287543
33,0.0,33.0,0.0,33.0,9.0,0.07182520972,13.75845808515
34,0.0,34.0,0.0,34.0,3.0,0.08742546332,13.84588354847
35,0.0,35.0,0.0,35.0,10.0,0.06880494812999999,13.9146884966
36,0.0,36.0,0.0,36.0,6.0,0.6127839379000001,14.5274724345
37,0.0,37.0,0.0,37.0,6.0,0.2561137798,14.7835862143
38,0.0,38.0,0.0,38.0,8.0,0.13375727639999999,14.9173434907
39,0.0,39.0,0.0,39.0,9.0,0.4627953078,15.3801387985
40,0.0,40.0,0.0,40.0,9.0,0.7155294754,16.0956682739
41,0.0,41.0,0.0,41.0,9.0,0.7213959481000001,16.817064222
42,0.0,42.0,0.0,42.0,9.0,0.44565686579999997,17.2627210878
43,0.0,43.0,0.0,43.0,9.0,0.2736893381,17.536410425899998
44,0.0,44.0,0.0,44.0,6.0,0.0,17.536410425899998
45,0.0,45.0,0.0,45.0,10.0,0.7571719698,18.2935823957
46,0.0,46.0,0.0,46.0,10.0,0.7647373216,19.058319717299998
47,0.0,47.0,0.0,47.0,10.0,0.365499256,19.423818973299998
48,0.0,48.0,0.0,48.0,10.0,0.7907949659000001,20.2146139392
49,0.0,49.0,0.0,49.0,10.0,0.2890716664,20.5036856056
50,0.0,50.0,0.0,50.0,10.0,0.8434096533000001,21.3470952589
51,0.0,51.0,0.0,51.0,10.0,0.7795754061,22.126670665000002
52,0.0,52.0,0.0,52.0,10.0,0.1264243358,22.253095000800002
53,0.0,53.0,0.0,53.0,10.0,0.7349750543,22.988070055100003
54,0.0,54.0,0.0,54.0,10.0,0.0049264217,22.992996476800002
55,0.0,55.0,0.0,55.0,9.0,0.7019925962000001,23.694989073000002
56,0.0,56.0,0.0,56.0,9.0,0.46249611360000004,24.157485186600002
57,0.0,57.0,0.0,57.0,9.0,0.01858400826,24.176069194860002
58,0.0,58.0,0.0,58.0,3.0,0.4063647217,24.582433916560003
59,0.0,59.0,0.0,59.0,10.0,0.5489240734999999,25.131357990060003
60,0.0,60.0,0.0,60.0,10.0,0.8078664078,25.939224397860002
61,0.0,61.0,0.0,61.0,10.0,0.007883557690000001,25.947107955550003
62,0.0,62.0,0.0,62.0,9.0,0.3989366621,26.34604461765
63,0.0,63.0,0.0,63.0,2.0,0.00337596865,26.349420586300003
64,0.0,64.0,0.0,64.0,10.0,0.1351164782,26.484537064500003
65,0.0,65.0,0.0,65.0,3.0,0.053289902859999995,26.537826967360004
66,0.0,66.0,0.0,66.0,9.0,0.763025428,27.300852395360003
67,0.0,67.0,0.0,67.0,9.0,0.15474957890000002,27.455601974260002
68,0.0,68.0,0.0,68.0,9.0,0.2711496768,27.726751651060003
69,0.0,69.0,0.0,69.0,11.0,0.00665471445,27.733406365510003
