,num_sims,round,experiment,horizon,electrophile_id,ligand_name,yield
0,0.0,0.0,0.0,0.0,s31,A-paPhos,1
1,0.0,1.0,0.0,1.0,s7,CX-FBu,0
2,0.0,2.0,0.0,2.0,s10,CX-PCy,1
3,0.0,3.0,0.0,3.0,s19,Cy-BippyPhos,1
4,0.0,4.0,0.0,4.0,s2,Cy-JohnPhos,0
5,0.0,5.0,0.0,5.0,s29,Cy-PhenCar-Phos,1
6,0.0,6.0,0.0,6.0,s9,Cy-vBRIDP,1
7,0.0,7.0,0.0,7.0,s8,Kwong,1
8,0.0,8.0,0.0,8.0,s9,MeO-KITPHOS,1
9,0.0,9.0,0.0,9.0,s12,MePhos,1
10,0.0,10.0,0.0,10.0,s12,PCy3 HBF4,0
11,0.0,11.0,0.0,11.0,s15,Ph-DavePhos,0
12,0.0,12.0,0.0,12.0,s18,Ph-SPhos,0
13,0.0,13.0,0.0,13.0,s30,Ph-XPhos,0
14,0.0,14.0,0.0,14.0,s19,PMe3 HBF4,0
15,0.0,15.0,0.0,15.0,s8,P(o-Anis)3,1
16,0.0,16.0,0.0,16.0,s20,P(p-Anis)3,1
17,0.0,17.0,0.0,17.0,s23,P(p-F-Ph)3,0
18,0.0,18.0,0.0,18.0,s23,PPh2Cy,0
19,0.0,19.0,0.0,19.0,s1,PPh3,1
20,0.0,20.0,0.0,20.0,s4,PPhtBu2,0
21,0.0,21.0,0.0,21.0,s16,PXy3,1
22,0.0,22.0,0.0,22.0,s3,VPhos,0
23,0.0,23.0,0.0,23.0,s1,A-paPhos,1
24,0.0,24.0,0.0,24.0,s10,A-paPhos,0
25,0.0,25.0,0.0,25.0,s26,CX-PCy,0
26,0.0,26.0,0.0,26.0,s20,Cy-BippyPhos,0
27,0.0,27.0,0.0,27.0,s14,Cy-PhenCar-Phos,1
28,0.0,28.0,0.0,28.0,s1,Cy-PhenCar-Phos,1
29,0.0,29.0,0.0,29.0,s3,Cy-PhenCar-Phos,0
30,0.0,30.0,0.0,30.0,s30,Cy-vBRIDP,0
31,0.0,31.0,0.0,31.0,s30,Kwong,0
32,0.0,32.0,0.0,32.0,s13,MeO-KITPHOS,0
33,0.0,33.0,0.0,33.0,s32,MePhos,1
34,0.0,34.0,0.0,34.0,s15,MePhos,0
35,0.0,35.0,0.0,35.0,s4,P(o-Anis)3,0
36,0.0,36.0,0.0,36.0,s31,P(p-Anis)3,1
37,0.0,37.0,0.0,37.0,s23,P(p-Anis)3,0
38,0.0,38.0,0.0,38.0,s17,PPh3,1
39,0.0,39.0,0.0,39.0,s25,PPh3,1
40,0.0,40.0,0.0,40.0,s33,PPh3,1
41,0.0,41.0,0.0,41.0,s8,PPh3,1
42,0.0,42.0,0.0,42.0,s26,PPh3,1
43,0.0,43.0,0.0,43.0,s18,PPh3,0
44,0.0,44.0,0.0,44.0,s23,PXy3,0
45,0.0,45.0,0.0,45.0,s6,PPh3,1
46,0.0,46.0,0.0,46.0,s27,PPh3,0
47,0.0,47.0,0.0,47.0,s18,Cy-PhenCar-Phos,1
48,0.0,48.0,0.0,48.0,s26,Cy-PhenCar-Phos,0
49,0.0,49.0,0.0,49.0,s20,A-paPhos,0
50,0.0,50.0,0.0,50.0,s7,MePhos,1
51,0.0,51.0,0.0,51.0,s19,MePhos,0
52,0.0,52.0,0.0,52.0,s8,P(p-Anis)3,1
53,0.0,53.0,0.0,53.0,s27,P(p-Anis)3,0
54,0.0,54.0,0.0,54.0,s15,PPh3,1
55,0.0,55.0,0.0,55.0,s3,PPh3,0
56,0.0,56.0,0.0,56.0,s20,CX-PCy,1
57,0.0,57.0,0.0,57.0,s16,CX-PCy,0
58,0.0,58.0,0.0,58.0,s2,Cy-BippyPhos,1
59,0.0,59.0,0.0,59.0,s33,Cy-BippyPhos,0
60,0.0,60.0,0.0,60.0,s3,Cy-vBRIDP,0
61,0.0,61.0,0.0,61.0,s14,Kwong,1
62,0.0,62.0,0.0,62.0,s6,Kwong,0
63,0.0,63.0,0.0,63.0,s6,MeO-KITPHOS,1
64,0.0,64.0,0.0,64.0,s17,MeO-KITPHOS,1
65,0.0,65.0,0.0,65.0,s18,MeO-KITPHOS,1
66,0.0,66.0,0.0,66.0,s33,MeO-KITPHOS,1
67,0.0,67.0,0.0,67.0,s26,MeO-KITPHOS,0
68,0.0,68.0,0.0,68.0,s24,MeO-KITPHOS,0
69,0.0,69.0,0.0,69.0,s31,P(o-Anis)3,0
70,0.0,70.0,0.0,70.0,s19,PXy3,0
71,0.0,71.0,0.0,71.0,s9,Cy-PhenCar-Phos,1
72,0.0,72.0,0.0,72.0,s7,Cy-PhenCar-Phos,1
73,0.0,73.0,0.0,73.0,s6,Cy-PhenCar-Phos,0
74,0.0,74.0,0.0,74.0,s13,PPh3,0
75,0.0,75.0,0.0,75.0,s17,MePhos,1
76,0.0,76.0,0.0,76.0,s27,MePhos,0
77,0.0,77.0,0.0,77.0,s22,P(p-Anis)3,1
78,0.0,78.0,0.0,78.0,s9,P(p-Anis)3,1
79,0.0,79.0,0.0,79.0,s21,P(p-Anis)3,1
80,0.0,80.0,0.0,80.0,s4,P(p-Anis)3,0
81,0.0,81.0,0.0,81.0,s5,Cy-PhenCar-Phos,0
82,0.0,82.0,0.0,82.0,s15,P(p-Anis)3,1
83,0.0,83.0,0.0,83.0,s14,P(p-Anis)3,1
84,0.0,84.0,0.0,84.0,s24,P(p-Anis)3,1
85,0.0,85.0,0.0,85.0,s10,P(p-Anis)3,0
86,0.0,86.0,0.0,86.0,s1,P(p-Anis)3,1
87,0.0,87.0,0.0,87.0,s30,P(p-Anis)3,0
88,0.0,88.0,0.0,88.0,s22,CX-FBu,0
89,0.0,89.0,0.0,89.0,s24,Cy-JohnPhos,1
90,0.0,90.0,0.0,90.0,s8,Cy-JohnPhos,1
91,0.0,91.0,0.0,91.0,s4,Cy-JohnPhos,0
92,0.0,92.0,0.0,92.0,s24,PCy3 HBF4,0
93,0.0,93.0,0.0,93.0,s14,Ph-DavePhos,1
94,0.0,94.0,0.0,94.0,s13,Ph-DavePhos,0
95,0.0,95.0,0.0,95.0,s24,Ph-SPhos,0
96,0.0,96.0,0.0,96.0,s1,Ph-XPhos,0
97,0.0,97.0,0.0,97.0,s3,PMe3 HBF4,0
98,0.0,98.0,0.0,98.0,s28,P(p-F-Ph)3,1
99,0.0,99.0,0.0,99.0,s24,P(p-F-Ph)3,1
100,1.0,0.0,0.0,0.0,s6,A-paPhos,1
101,1.0,1.0,0.0,1.0,s24,CX-FBu,0
102,1.0,2.0,0.0,2.0,s30,CX-PCy,0
103,1.0,3.0,0.0,3.0,s14,Cy-BippyPhos,1
104,1.0,4.0,0.0,4.0,s13,Cy-JohnPhos,0
105,1.0,5.0,0.0,5.0,s5,Cy-PhenCar-Phos,0
106,1.0,6.0,0.0,6.0,s21,Cy-vBRIDP,0
107,1.0,7.0,0.0,7.0,s27,Kwong,0
108,1.0,8.0,0.0,8.0,s10,MeO-KITPHOS,1
109,1.0,9.0,0.0,9.0,s29,MePhos,1
110,1.0,10.0,0.0,10.0,s14,PCy3 HBF4,1
111,1.0,11.0,0.0,11.0,s27,Ph-DavePhos,0
112,1.0,12.0,0.0,12.0,s25,Ph-SPhos,0
113,1.0,13.0,0.0,13.0,s25,Ph-XPhos,1
114,1.0,14.0,0.0,14.0,s1,PMe3 HBF4,0
115,1.0,15.0,0.0,15.0,s27,P(o-Anis)3,0
116,1.0,16.0,0.0,16.0,s11,P(p-Anis)3,1
117,1.0,17.0,0.0,17.0,s32,P(p-F-Ph)3,1
118,1.0,18.0,0.0,18.0,s28,PPh2Cy,1
119,1.0,19.0,0.0,19.0,s21,PPh3,1
120,1.0,20.0,0.0,20.0,s28,PPhtBu2,0
121,1.0,21.0,0.0,21.0,s19,PXy3,0
122,1.0,22.0,0.0,22.0,s26,VPhos,0
123,1.0,23.0,0.0,23.0,s26,A-paPhos,1
124,1.0,24.0,0.0,24.0,s15,A-paPhos,1
125,1.0,25.0,0.0,25.0,s14,A-paPhos,1
126,1.0,26.0,0.0,26.0,s10,A-paPhos,0
127,1.0,27.0,0.0,27.0,s6,Cy-BippyPhos,0
128,1.0,28.0,0.0,28.0,s7,MeO-KITPHOS,0
129,1.0,29.0,0.0,29.0,s5,MePhos,0
130,1.0,30.0,0.0,30.0,s17,PCy3 HBF4,0
131,1.0,31.0,0.0,31.0,s3,Ph-XPhos,0
132,1.0,32.0,0.0,32.0,s5,P(p-Anis)3,1
133,1.0,33.0,0.0,33.0,s28,P(p-Anis)3,1
134,1.0,34.0,0.0,34.0,s30,P(p-Anis)3,0
135,1.0,35.0,0.0,35.0,s21,P(p-F-Ph)3,0
136,1.0,36.0,0.0,36.0,s23,PPh2Cy,0
137,1.0,37.0,0.0,37.0,s1,PPh3,1
138,1.0,38.0,0.0,38.0,s15,PPh3,1
139,1.0,39.0,0.0,39.0,s28,PPh3,1
140,1.0,40.0,0.0,40.0,s13,PPh3,0
141,1.0,41.0,0.0,41.0,s16,A-paPhos,1
142,1.0,42.0,0.0,42.0,s4,A-paPhos,0
143,1.0,43.0,0.0,43.0,s33,PPh3,1
144,1.0,44.0,0.0,44.0,s19,PPh3,1
145,1.0,45.0,0.0,45.0,s23,PPh3,0
146,1.0,46.0,0.0,46.0,s27,P(p-Anis)3,0
147,1.0,47.0,0.0,47.0,s10,PPh3,0
148,1.0,48.0,0.0,48.0,s29,A-paPhos,0
149,1.0,49.0,0.0,49.0,s25,Cy-BippyPhos,1
150,1.0,50.0,0.0,50.0,s15,Cy-BippyPhos,0
151,1.0,51.0,0.0,51.0,s32,MeO-KITPHOS,1
152,1.0,52.0,0.0,52.0,s15,MeO-KITPHOS,0
153,1.0,53.0,0.0,53.0,s13,MePhos,0
154,1.0,54.0,0.0,54.0,s2,PCy3 HBF4,0
155,1.0,55.0,0.0,55.0,s23,Ph-XPhos,0
156,1.0,56.0,0.0,56.0,s33,P(p-F-Ph)3,1
157,1.0,57.0,0.0,57.0,s16,P(p-F-Ph)3,0
158,1.0,58.0,0.0,58.0,s2,PPh2Cy,0
159,1.0,59.0,0.0,59.0,s19,P(p-Anis)3,1
160,1.0,60.0,0.0,60.0,s15,P(p-Anis)3,1
161,1.0,61.0,0.0,61.0,s6,P(p-Anis)3,1
162,1.0,62.0,0.0,62.0,s23,P(p-Anis)3,0
163,1.0,63.0,0.0,63.0,s32,P(p-Anis)3,1
164,1.0,64.0,0.0,64.0,s17,P(p-Anis)3,1
165,1.0,65.0,0.0,65.0,s8,P(p-Anis)3,1
166,1.0,66.0,0.0,66.0,s7,P(p-Anis)3,1
167,1.0,67.0,0.0,67.0,s16,P(p-Anis)3,1
168,1.0,68.0,0.0,68.0,s25,P(p-Anis)3,1
169,1.0,69.0,0.0,69.0,s4,P(p-Anis)3,0
170,1.0,70.0,0.0,70.0,s33,P(p-Anis)3,1
171,1.0,71.0,0.0,71.0,s14,P(p-Anis)3,1
172,1.0,72.0,0.0,72.0,s22,P(p-Anis)3,1
173,1.0,73.0,0.0,73.0,s20,P(p-Anis)3,1
174,1.0,74.0,0.0,74.0,s24,P(p-Anis)3,1
175,1.0,75.0,0.0,75.0,s13,P(p-Anis)3,0
176,1.0,76.0,0.0,76.0,s26,P(p-Anis)3,1
177,1.0,77.0,0.0,77.0,s3,P(p-Anis)3,0
178,1.0,78.0,0.0,78.0,s18,PPh3,0
179,1.0,79.0,0.0,79.0,s10,P(p-Anis)3,0
180,1.0,80.0,0.0,80.0,s31,CX-FBu,1
181,1.0,81.0,0.0,81.0,s29,CX-FBu,0
182,1.0,82.0,0.0,82.0,s27,CX-PCy,0
183,1.0,83.0,0.0,83.0,s6,Cy-JohnPhos,1
184,1.0,84.0,0.0,84.0,s1,Cy-JohnPhos,1
185,1.0,85.0,0.0,85.0,s14,Cy-JohnPhos,1
186,1.0,86.0,0.0,86.0,s5,Cy-JohnPhos,0
187,1.0,87.0,0.0,87.0,s27,Cy-JohnPhos,0
188,1.0,88.0,0.0,88.0,s33,Cy-PhenCar-Phos,1
189,1.0,89.0,0.0,89.0,s12,Cy-PhenCar-Phos,1
190,1.0,90.0,0.0,90.0,s27,Cy-PhenCar-Phos,0
191,1.0,91.0,0.0,91.0,s19,Cy-vBRIDP,0
192,1.0,92.0,0.0,92.0,s30,Kwong,0
193,1.0,93.0,0.0,93.0,s23,Ph-DavePhos,0
194,1.0,94.0,0.0,94.0,s22,Ph-SPhos,1
195,1.0,95.0,0.0,95.0,s23,Ph-SPhos,0
196,1.0,96.0,0.0,96.0,s21,PMe3 HBF4,0
197,1.0,97.0,0.0,97.0,s33,P(o-Anis)3,0
198,1.0,98.0,0.0,98.0,s30,PPhtBu2,0
199,1.0,99.0,0.0,99.0,s5,PXy3,1
200,2.0,0.0,0.0,0.0,s18,A-paPhos,0
201,2.0,1.0,0.0,1.0,s18,CX-FBu,0
202,2.0,2.0,0.0,2.0,s21,CX-PCy,0
203,2.0,3.0,0.0,3.0,s2,Cy-BippyPhos,1
204,2.0,4.0,0.0,4.0,s19,Cy-JohnPhos,1
205,2.0,5.0,0.0,5.0,s14,Cy-PhenCar-Phos,1
206,2.0,6.0,0.0,6.0,s13,Cy-vBRIDP,0
207,2.0,7.0,0.0,7.0,s30,Kwong,0
208,2.0,8.0,0.0,8.0,s23,MeO-KITPHOS,0
209,2.0,9.0,0.0,9.0,s4,MePhos,0
210,2.0,10.0,0.0,10.0,s25,PCy3 HBF4,0
211,2.0,11.0,0.0,11.0,s10,Ph-DavePhos,0
212,2.0,12.0,0.0,12.0,s29,Ph-SPhos,0
213,2.0,13.0,0.0,13.0,s16,Ph-XPhos,0
214,2.0,14.0,0.0,14.0,s28,PMe3 HBF4,0
215,2.0,15.0,0.0,15.0,s16,P(o-Anis)3,0
216,2.0,16.0,0.0,16.0,s10,P(p-Anis)3,0
217,2.0,17.0,0.0,17.0,s15,P(p-F-Ph)3,1
218,2.0,18.0,0.0,18.0,s8,PPh2Cy,1
219,2.0,19.0,0.0,19.0,s3,PPh3,0
220,2.0,20.0,0.0,20.0,s29,PPhtBu2,0
221,2.0,21.0,0.0,21.0,s1,PXy3,1
222,2.0,22.0,0.0,22.0,s19,VPhos,0
223,2.0,23.0,0.0,23.0,s20,Cy-BippyPhos,0
224,2.0,24.0,0.0,24.0,s3,Cy-JohnPhos,0
225,2.0,25.0,0.0,25.0,s20,Cy-PhenCar-Phos,1
226,2.0,26.0,0.0,26.0,s25,Cy-PhenCar-Phos,1
227,2.0,27.0,0.0,27.0,s7,Cy-PhenCar-Phos,1
228,2.0,28.0,0.0,28.0,s13,Cy-PhenCar-Phos,0
229,2.0,29.0,0.0,29.0,s2,P(p-F-Ph)3,1
230,2.0,30.0,0.0,30.0,s12,P(p-F-Ph)3,0
231,2.0,31.0,0.0,31.0,s25,PPh2Cy,1
232,2.0,32.0,0.0,32.0,s22,PPh2Cy,0
233,2.0,33.0,0.0,33.0,s20,PXy3,1
234,2.0,34.0,0.0,34.0,s4,PXy3,0
235,2.0,35.0,0.0,35.0,s11,Cy-PhenCar-Phos,1
236,2.0,36.0,0.0,36.0,s28,Cy-PhenCar-Phos,0
237,2.0,37.0,0.0,37.0,s24,P(p-F-Ph)3,1
238,2.0,38.0,0.0,38.0,s19,P(p-F-Ph)3,1
239,2.0,39.0,0.0,39.0,s32,P(p-F-Ph)3,1
240,2.0,40.0,0.0,40.0,s22,P(p-F-Ph)3,1
241,2.0,41.0,0.0,41.0,s7,P(p-F-Ph)3,0
242,2.0,42.0,0.0,42.0,s26,PPh2Cy,1
243,2.0,43.0,0.0,43.0,s30,PPh2Cy,1
244,2.0,44.0,0.0,44.0,s33,PPh2Cy,1
245,2.0,45.0,0.0,45.0,s13,PPh2Cy,0
246,2.0,46.0,0.0,46.0,s16,PXy3,1
247,2.0,47.0,0.0,47.0,s8,PXy3,1
248,2.0,48.0,0.0,48.0,s23,PXy3,0
249,2.0,49.0,0.0,49.0,s8,P(p-F-Ph)3,1
250,2.0,50.0,0.0,50.0,s21,P(p-F-Ph)3,0
251,2.0,51.0,0.0,51.0,s22,Cy-PhenCar-Phos,1
252,2.0,52.0,0.0,52.0,s4,Cy-PhenCar-Phos,0
253,2.0,53.0,0.0,53.0,s24,PPh2Cy,0
254,2.0,54.0,0.0,54.0,s33,Cy-BippyPhos,0
255,2.0,55.0,0.0,55.0,s18,Cy-JohnPhos,1
256,2.0,56.0,0.0,56.0,s15,Cy-JohnPhos,1
257,2.0,57.0,0.0,57.0,s25,Cy-JohnPhos,1
258,2.0,58.0,0.0,58.0,s8,Cy-JohnPhos,1
259,2.0,59.0,0.0,59.0,s11,Cy-JohnPhos,1
260,2.0,60.0,0.0,60.0,s26,Cy-JohnPhos,0
261,2.0,61.0,0.0,61.0,s31,Cy-JohnPhos,1
262,2.0,62.0,0.0,62.0,s33,Cy-JohnPhos,1
263,2.0,63.0,0.0,63.0,s1,Cy-JohnPhos,1
264,2.0,64.0,0.0,64.0,s14,Cy-JohnPhos,1
265,2.0,65.0,0.0,65.0,s7,Cy-JohnPhos,1
266,2.0,66.0,0.0,66.0,s12,Cy-JohnPhos,1
267,2.0,67.0,0.0,67.0,s28,Cy-JohnPhos,1
268,2.0,68.0,0.0,68.0,s16,Cy-JohnPhos,0
269,2.0,69.0,0.0,69.0,s13,Cy-JohnPhos,0
270,2.0,70.0,0.0,70.0,s17,PXy3,1
271,2.0,71.0,0.0,71.0,s13,PXy3,0
272,2.0,72.0,0.0,72.0,s17,Cy-JohnPhos,1
273,2.0,73.0,0.0,73.0,s23,Cy-JohnPhos,0
274,2.0,74.0,0.0,74.0,s29,P(p-F-Ph)3,0
275,2.0,75.0,0.0,75.0,s26,Cy-PhenCar-Phos,0
276,2.0,76.0,0.0,76.0,s22,Cy-JohnPhos,1
277,2.0,77.0,0.0,77.0,s20,Cy-JohnPhos,1
278,2.0,78.0,0.0,78.0,s6,Cy-JohnPhos,1
279,2.0,79.0,0.0,79.0,s30,Cy-JohnPhos,1
280,2.0,80.0,0.0,80.0,s27,Cy-JohnPhos,0
281,2.0,81.0,0.0,81.0,s4,Cy-JohnPhos,0
282,2.0,82.0,0.0,82.0,s31,A-paPhos,1
283,2.0,83.0,0.0,83.0,s27,A-paPhos,0
284,2.0,84.0,0.0,84.0,s29,CX-FBu,0
285,2.0,85.0,0.0,85.0,s8,CX-PCy,1
286,2.0,86.0,0.0,86.0,s20,CX-PCy,1
287,2.0,87.0,0.0,87.0,s7,CX-PCy,0
288,2.0,88.0,0.0,88.0,s14,Cy-vBRIDP,1
289,2.0,89.0,0.0,89.0,s6,Cy-vBRIDP,1
290,2.0,90.0,0.0,90.0,s17,Cy-vBRIDP,1
291,2.0,91.0,0.0,91.0,s7,Cy-vBRIDP,1
292,2.0,92.0,0.0,92.0,s29,Cy-vBRIDP,0
293,2.0,93.0,0.0,93.0,s21,Cy-vBRIDP,0
294,2.0,94.0,0.0,94.0,s1,Kwong,1
295,2.0,95.0,0.0,95.0,s25,Kwong,1
296,2.0,96.0,0.0,96.0,s19,Kwong,0
297,2.0,97.0,0.0,97.0,s21,MeO-KITPHOS,1
298,2.0,98.0,0.0,98.0,s20,MeO-KITPHOS,0
299,2.0,99.0,0.0,99.0,s26,MePhos,0
300,3.0,0.0,0.0,0.0,s6,A-paPhos,1
301,3.0,1.0,0.0,1.0,s10,CX-FBu,0
302,3.0,2.0,0.0,2.0,s18,CX-PCy,1
303,3.0,3.0,0.0,3.0,s33,Cy-BippyPhos,0
304,3.0,4.0,0.0,4.0,s13,Cy-JohnPhos,0
305,3.0,5.0,0.0,5.0,s6,Cy-PhenCar-Phos,0
306,3.0,6.0,0.0,6.0,s31,Cy-vBRIDP,0
307,3.0,7.0,0.0,7.0,s25,Kwong,1
308,3.0,8.0,0.0,8.0,s10,MeO-KITPHOS,1
309,3.0,9.0,0.0,9.0,s12,MePhos,1
310,3.0,10.0,0.0,10.0,s32,PCy3 HBF4,1
311,3.0,11.0,0.0,11.0,s25,Ph-DavePhos,1
312,3.0,12.0,0.0,12.0,s19,Ph-SPhos,1
313,3.0,13.0,0.0,13.0,s22,Ph-XPhos,0
314,3.0,14.0,0.0,14.0,s22,PMe3 HBF4,1
315,3.0,15.0,0.0,15.0,s1,P(o-Anis)3,0
316,3.0,16.0,0.0,16.0,s22,P(p-Anis)3,1
317,3.0,17.0,0.0,17.0,s7,P(p-F-Ph)3,0
318,3.0,18.0,0.0,18.0,s13,PPh2Cy,0
319,3.0,19.0,0.0,19.0,s25,PPh3,1
320,3.0,20.0,0.0,20.0,s16,PPhtBu2,0
321,3.0,21.0,0.0,21.0,s20,PXy3,1
322,3.0,22.0,0.0,22.0,s25,VPhos,1
323,3.0,23.0,0.0,23.0,s25,A-paPhos,1
324,3.0,24.0,0.0,24.0,s27,A-paPhos,0
325,3.0,25.0,0.0,25.0,s30,CX-PCy,0
326,3.0,26.0,0.0,26.0,s7,Kwong,0
327,3.0,27.0,0.0,27.0,s32,MeO-KITPHOS,1
328,3.0,28.0,0.0,28.0,s21,MeO-KITPHOS,1
329,3.0,29.0,0.0,29.0,s29,MeO-KITPHOS,1
330,3.0,30.0,0.0,30.0,s30,MeO-KITPHOS,0
331,3.0,31.0,0.0,31.0,s28,MePhos,0
332,3.0,32.0,0.0,32.0,s23,PCy3 HBF4,0
333,3.0,33.0,0.0,33.0,s29,Ph-DavePhos,0
334,3.0,34.0,0.0,34.0,s24,Ph-SPhos,0
335,3.0,35.0,0.0,35.0,s25,PMe3 HBF4,0
336,3.0,36.0,0.0,36.0,s1,P(p-Anis)3,1
337,3.0,37.0,0.0,37.0,s9,P(p-Anis)3,1
338,3.0,38.0,0.0,38.0,s2,P(p-Anis)3,1
339,3.0,39.0,0.0,39.0,s28,P(p-Anis)3,1
340,3.0,40.0,0.0,40.0,s6,P(p-Anis)3,1
341,3.0,41.0,0.0,41.0,s8,P(p-Anis)3,1
342,3.0,42.0,0.0,42.0,s29,P(p-Anis)3,0
343,3.0,43.0,0.0,43.0,s10,PPh3,0
344,3.0,44.0,0.0,44.0,s16,PXy3,1
345,3.0,45.0,0.0,45.0,s26,PXy3,1
346,3.0,46.0,0.0,46.0,s10,PXy3,0
347,3.0,47.0,0.0,47.0,s15,VPhos,0
348,3.0,48.0,0.0,48.0,s3,P(p-Anis)3,0
349,3.0,49.0,0.0,49.0,s17,MeO-KITPHOS,1
350,3.0,50.0,0.0,50.0,s9,MeO-KITPHOS,1
351,3.0,51.0,0.0,51.0,s27,MeO-KITPHOS,0
352,3.0,52.0,0.0,52.0,s29,PXy3,0
353,3.0,53.0,0.0,53.0,s5,A-paPhos,1
354,3.0,54.0,0.0,54.0,s10,A-paPhos,0
355,3.0,55.0,0.0,55.0,s30,P(p-Anis)3,0
356,3.0,56.0,0.0,56.0,s20,MeO-KITPHOS,0
357,3.0,57.0,0.0,57.0,s1,CX-PCy,1
358,3.0,58.0,0.0,58.0,s14,CX-PCy,1
359,3.0,59.0,0.0,59.0,s9,CX-PCy,1
360,3.0,60.0,0.0,60.0,s11,CX-PCy,1
361,3.0,61.0,0.0,61.0,s2,CX-PCy,1
362,3.0,62.0,0.0,62.0,s6,CX-PCy,1
363,3.0,63.0,0.0,63.0,s23,CX-PCy,0
364,3.0,64.0,0.0,64.0,s3,CX-PCy,0
365,3.0,65.0,0.0,65.0,s27,Kwong,0
366,3.0,66.0,0.0,66.0,s1,MePhos,1
367,3.0,67.0,0.0,67.0,s19,MePhos,0
368,3.0,68.0,0.0,68.0,s9,PCy3 HBF4,0
369,3.0,69.0,0.0,69.0,s22,Ph-DavePhos,1
370,3.0,70.0,0.0,70.0,s3,Ph-DavePhos,0
371,3.0,71.0,0.0,71.0,s18,Ph-SPhos,0
372,3.0,72.0,0.0,72.0,s1,PMe3 HBF4,0
373,3.0,73.0,0.0,73.0,s20,PPh3,1
374,3.0,74.0,0.0,74.0,s13,PPh3,0
375,3.0,75.0,0.0,75.0,s30,VPhos,1
376,3.0,76.0,0.0,76.0,s6,VPhos,0
377,3.0,77.0,0.0,77.0,s31,CX-PCy,1
378,3.0,78.0,0.0,78.0,s25,CX-PCy,1
379,3.0,79.0,0.0,79.0,s24,CX-PCy,1
380,3.0,80.0,0.0,80.0,s10,CX-PCy,1
381,3.0,81.0,0.0,81.0,s15,CX-PCy,1
382,3.0,82.0,0.0,82.0,s29,CX-PCy,0
383,3.0,83.0,0.0,83.0,s7,CX-PCy,0
384,3.0,84.0,0.0,84.0,s13,P(p-Anis)3,0
385,3.0,85.0,0.0,85.0,s3,A-paPhos,0
386,3.0,86.0,0.0,86.0,s25,PXy3,1
387,3.0,87.0,0.0,87.0,s15,PXy3,1
388,3.0,88.0,0.0,88.0,s7,PXy3,0
389,3.0,89.0,0.0,89.0,s22,MeO-KITPHOS,0
390,3.0,90.0,0.0,90.0,s19,CX-FBu,0
391,3.0,91.0,0.0,91.0,s24,Cy-BippyPhos,0
392,3.0,92.0,0.0,92.0,s3,Cy-JohnPhos,0
393,3.0,93.0,0.0,93.0,s7,Cy-PhenCar-Phos,1
394,3.0,94.0,0.0,94.0,s20,Cy-PhenCar-Phos,1
395,3.0,95.0,0.0,95.0,s28,Cy-PhenCar-Phos,0
396,3.0,96.0,0.0,96.0,s20,Cy-vBRIDP,1
397,3.0,97.0,0.0,97.0,s1,Cy-vBRIDP,1
398,3.0,98.0,0.0,98.0,s2,Cy-vBRIDP,0
399,3.0,99.0,0.0,99.0,s17,Ph-XPhos,1
400,4.0,0.0,0.0,0.0,s31,A-paPhos,1
401,4.0,1.0,0.0,1.0,s24,CX-FBu,0
402,4.0,2.0,0.0,2.0,s1,CX-PCy,1
403,4.0,3.0,0.0,3.0,s33,Cy-BippyPhos,0
404,4.0,4.0,0.0,4.0,s29,Cy-JohnPhos,1
405,4.0,5.0,0.0,5.0,s24,Cy-PhenCar-Phos,1
406,4.0,6.0,0.0,6.0,s22,Cy-vBRIDP,0
407,4.0,7.0,0.0,7.0,s22,Kwong,0
408,4.0,8.0,0.0,8.0,s25,MeO-KITPHOS,1
409,4.0,9.0,0.0,9.0,s4,MePhos,0
410,4.0,10.0,0.0,10.0,s3,PCy3 HBF4,0
411,4.0,11.0,0.0,11.0,s23,Ph-DavePhos,0
412,4.0,12.0,0.0,12.0,s16,Ph-SPhos,0
413,4.0,13.0,0.0,13.0,s20,Ph-XPhos,0
414,4.0,14.0,0.0,14.0,s10,PMe3 HBF4,0
415,4.0,15.0,0.0,15.0,s9,P(o-Anis)3,1
416,4.0,16.0,0.0,16.0,s22,P(p-Anis)3,1
417,4.0,17.0,0.0,17.0,s32,P(p-F-Ph)3,1
418,4.0,18.0,0.0,18.0,s29,PPh2Cy,0
419,4.0,19.0,0.0,19.0,s32,PPh3,1
420,4.0,20.0,0.0,20.0,s25,PPhtBu2,0
421,4.0,21.0,0.0,21.0,s21,PXy3,0
422,4.0,22.0,0.0,22.0,s9,VPhos,0
423,4.0,23.0,0.0,23.0,s27,A-paPhos,0
424,4.0,24.0,0.0,24.0,s27,CX-PCy,0
425,4.0,25.0,0.0,25.0,s17,Cy-JohnPhos,1
426,4.0,26.0,0.0,26.0,s19,Cy-JohnPhos,1
427,4.0,27.0,0.0,27.0,s28,Cy-JohnPhos,1
428,4.0,28.0,0.0,28.0,s24,Cy-JohnPhos,1
429,4.0,29.0,0.0,29.0,s30,Cy-JohnPhos,1
430,4.0,30.0,0.0,30.0,s3,Cy-JohnPhos,0
431,4.0,31.0,0.0,31.0,s23,Cy-PhenCar-Phos,0
432,4.0,32.0,0.0,32.0,s21,MeO-KITPHOS,1
433,4.0,33.0,0.0,33.0,s8,MeO-KITPHOS,1
434,4.0,34.0,0.0,34.0,s4,MeO-KITPHOS,0
435,4.0,35.0,0.0,35.0,s18,P(o-Anis)3,0
